code_x,country,displayAffiliation,displayName,displayNameEn,dob,draftYear,experience,firstInitial,firstName,firstNameEn,height,jerseyNo,lastName,lastNameEn,leagueId_x,playerId,position,schoolType,weight,abbr,city,cityEn,code_y,conference,displayAbbr,displayConference,division,id,isAllStarTeam,isLeagueTeam,leagueId_y,name,nameEn
james_johnson,美国,Wake Forest/United States,詹姆斯 约翰逊,James Johnson,540795600000,2009,8,詹姆斯,詹姆斯,James,2.03,16,约翰逊,Johnson,00,201949,前锋,College,108.9 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
joe_johnson,美国,Arkansas/United States,乔 约翰逊,Joe Johnson,362635200000,2001,16,乔,乔,Joe,2.01,7,约翰逊,Johnson,00,2207,后卫-前锋,College,108.9 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
omari_johnson,牙买加,Oregon State/Jamaica,Omari 约翰逊,Omari Johnson,612158400000,2012,0,Omari,Omari,Omari,2.06,14,约翰逊,Johnson,00,204179,前锋,College,99.8 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
stanley_johnson,美国,Arizona/United States,斯坦利 约翰逊,Stanley Johnson,833342400000,2015,2,斯坦利,斯坦利,Stanley,2.01,7,约翰逊,Johnson,00,1626169,前锋,College,111.1 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
tyler_johnson,美国,Fresno State/United States,泰勒 约翰逊,Tyler Johnson,705211200000,2014,3,泰勒,泰勒,Tyler,1.93,8,约翰逊,Johnson,00,204020,后卫,College,86.2 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
wesley_johnson,美国,Syracuse/United States,韦斯利 约翰逊,Wesley Johnson,552974400000,2010,7,韦斯利,韦斯利,Wesley,2.01,33,约翰逊,Johnson,00,202325,前锋,College,97.5 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
nikola_jokic,塞尔维亚,Serbia,尼克拉 约基奇,Nikola Jokic,793170000000,2014,2,尼克拉,尼克拉,Nikola,2.08,15,约基奇,Jokic,00,203999,中锋,,113.4 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
damian_jones,美国,Vanderbilt/United States,达米安 琼斯,Damian Jones,804484800000,2016,1,达米安,达米安,Damian,2.13,15,琼斯,Jones,00,1627745,中锋,College,111.1 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
jalen_jones,美国,Texas A&M/United States,贾伦 琼斯,Jalen Jones,738475200000,2016,0,贾伦,贾伦,Jalen,2.01,21,琼斯,Jones,00,1627883,前锋,College,99.8 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
tyus_jones,美国,Duke/United States,泰厄斯 琼斯,Tyus Jones,831700800000,2015,2,泰厄斯,泰厄斯,Tyus,1.88,1,琼斯,Jones,00,1626145,后卫,College,83.5 公斤,MIN,明尼苏达,Minnesota,timberwolves,Western,森林狼,西部,西北分区,1610612750,False,True,00,森林狼,Timberwolves
derrick_jones jr.,美国,Nevada-Las Vegas/United States,德里克 琼斯Jr.,Derrick Jones Jr.,855982800000,2016,1,德里克,德里克,Derrick,2.01,5,琼斯Jr.,Jones Jr.,00,1627884,前锋-后卫,College,90.7 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
deandre_jordan,美国,Texas A&M/United States,德安德烈 乔丹,DeAndre Jordan,585460800000,2008,9,德安德烈,德安德烈,DeAndre,2.11,6,乔丹,Jordan,00,201599,中锋,College,120.2 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
cory_joseph,加拿大,Texas/Canada,科里 约瑟夫,Cory Joseph,682660800000,2011,6,科里,科里,Cory,1.90,6,约瑟夫,Joseph,00,202709,后卫,College,86.2 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
frank_kaminsky,美国,Wisconsin/United States,弗兰克 卡明斯基,Frank Kaminsky,733899600000,2015,2,弗兰克,弗兰克,Frank,2.13,44,卡明斯基,Kaminsky,00,1626163,前锋-中锋,College,109.8 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
enes_kanter,土耳其,Kentucky/Turkey,伊内斯 坎特,Enes Kanter,706334400000,2011,6,伊内斯,伊内斯,Enes,2.11,00,坎特,Kanter,00,202683,中锋,College,111.1 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
luke_kennard,美国,Duke/United States,卢克 肯纳德,Luke Kennard,835588800000,2017,0,卢克,卢克,Luke,1.96,5,肯纳德,Kennard,00,1628379,后卫,College,90.7 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
michael_kidd-gilchrist,美国,Kentucky/United States,迈克尔 基德-基尔克里斯特,Michael Kidd-Gilchrist,749016000000,2012,5,迈克尔,迈克尔,Michael,2.01,14,基德-基尔克里斯特,Kidd-Gilchrist,00,203077,前锋,College,105.2 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
sean_kilpatrick,美国,Cincinnati/United States,肖恩 基尔帕特里克,Sean Kilpatrick,631602000000,2014,3,肖恩,肖恩,Sean,1.93,0,基尔帕特里克,Kilpatrick,00,203930,后卫,College,96.2 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
maxi_kleber,德国,Germany,马克西 克勒贝尔,Maxi Kleber,696661200000,2014,0,马克西,马克西,Maxi,2.11,42,克勒贝尔,Kleber,00,1628467,前锋,,99.8 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
brandon_knight,美国,Kentucky/United States,布兰登 奈特,Brandon Knight,691650000000,2011,6,布兰登,布兰登,Brandon,1.90,11,奈特,Knight,00,202688,后卫,College,88.5 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
furkan_korkmaz,土耳其,Turkey,富尔坎 科尔克马兹,Furkan Korkmaz,869716800000,2016,0,富尔坎,富尔坎,Furkan,2.01,30,科尔克马兹,Korkmaz,00,1627788,后卫-前锋,,86.2 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
luke_kornet,美国,Vanderbilt/United States,卢克 科内特,Luke Kornet,805780800000,2017,0,卢克,卢克,Luke,2.16,2,科内特,Kornet,00,1628436,前锋-中锋,College,113.4 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
kyle_korver,美国,Creighton/United States,凯尔 科沃尔,Kyle Korver,353653200000,2003,14,凯尔,凯尔,Kyle,2.01,26,科沃尔,Korver,00,2594,后卫,College,96.2 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
kosta_koufos,美国,Ohio State/United States,科斯塔 库佛斯,Kosta Koufos,604299600000,2008,9,科斯塔,科斯塔,Kosta,2.13,41,库佛斯,Koufos,00,201585,中锋,College,120.2 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
kyle_kuzma,美国,Utah/United States,凯尔 库兹玛,Kyle Kuzma,806558400000,2017,0,凯尔,凯尔,Kyle,2.06,0,库兹玛,Kuzma,00,1628398,前锋,College,99.8 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
mindaugas_kuzminskas,立陶宛,Lithuania,明道加斯 库兹明斯卡斯,Mindaugas Kuzminskas,624772800000,2011,1,明道加斯,明道加斯,Mindaugas,2.06,91,库兹明斯卡斯,Kuzminskas,00,1627851,前锋,,97.5 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
zach_lavine,美国,UCLA/United States,扎克 拉文,Zach LaVine,794811600000,2014,3,扎克,扎克,Zach,1.96,8,拉文,LaVine,00,203897,后卫,College,83.9 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
skal_labissiere,海地,Kentucky/Haiti,斯凯尔 拉比希埃,Skal Labissiere,827125200000,2016,1,斯凯尔,斯凯尔,Skal,2.11,7,拉比希埃,Labissiere,00,1627746,前锋-中锋,College,102.1 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
jeremy_lamb,美国,Connecticut/United States,杰里米 兰姆,Jeremy Lamb,707198400000,2012,5,杰里米,杰里米,Jeremy,1.96,3,兰姆,Lamb,00,203087,后卫,College,83.9 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
shane_larkin,美国,Miami (FL)/United States,肖恩 拉金,Shane Larkin,717998400000,2013,3,肖恩,肖恩,Shane,1.80,8,拉金,Larkin,00,203499,后卫,College,79.4 公斤,BOS,波士顿,Boston,celtics,Eastern,凯尔特人,东部,大西洋分区,1610612738,False,True,00,凯尔特人,Celtics
joffrey_lauvergne,法国,France,乔弗里 洛韦尔,Joffrey Lauvergne,686203200000,2013,3,乔弗里,乔弗里,Joffrey,2.11,77,洛韦尔,Lauvergne,00,203530,中锋,None,117.9 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
jake_layman,美国,Maryland/United States,杰克 雷曼,Jake Layman,763016400000,2016,1,杰克,杰克,Jake,2.06,10,雷曼,Layman,00,1627774,前锋,College,95.3 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
caris_levert,美国,Michigan/United States,卡里斯 勒维尔,Caris LeVert,777787200000,2016,1,卡里斯,卡里斯,Caris,2.01,22,勒维尔,LeVert,00,1627747,后卫-前锋,College,92.1 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
tj_leaf,美国,California-Los Angeles/United States,TJ 利夫,TJ Leaf,862372800000,2017,0,TJ,TJ,TJ,2.08,22,利夫,Leaf,00,1628388,前锋,College,104.3 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
courtney_lee,美国,Western Kentucky/United States,考特尼 李,Courtney Lee,497160000000,2008,9,考特尼,考特尼,Courtney,1.96,5,李,Lee,00,201584,后卫,College,90.7 公斤,NYK,纽约,New York,knicks,Eastern,尼克斯,东部,大西洋分区,1610612752,False,True,00,尼克斯,Knicks
damion_lee,美国,Louisville/United States,达迈 李,Damion Lee,719640000000,2016,0,达迈,达迈,Damion,1.98,8,李,Lee,00,1627814,后卫,College,95.3 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
,,,沃尔特 勒蒙二世,Walter Lemon Jr.,,,,沃尔特,沃尔特,Walter,,25,勒蒙二世,Lemon Jr.,00,1627215,,,,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
alex_len,乌克兰,Maryland/Ukraine,亚历克斯 莱恩,Alex Len,740203200000,2013,4,亚历克斯,亚历克斯,Alex,2.16,21,莱恩,Len,00,203458,中锋,College,113.4 公斤,PHX,菲尼克斯,Phoenix,suns,Western,太阳,西部,太平洋分区,1610612756,False,True,00,太阳,Suns
kawhi_leonard,美国,San Diego State/United States,科怀 伦纳德,Kawhi Leonard,678168000000,2011,6,科怀,科怀,Kawhi,2.01,2,伦纳德,Leonard,00,202695,前锋,College,104.3 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
meyers_leonard,美国,Illinois/United States,梅耶斯  伦纳德,Meyers Leonard,699166800000,2012,5,梅耶斯 ,梅耶斯 ,Meyers,2.16,11,伦纳德,Leonard,00,203086,中锋,College,115.7 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
jon_leuer,美国,Wisconsin/United States,乔恩 洛伊尔,Jon Leuer,611121600000,2011,6,乔恩,乔恩,Jon,2.08,30,洛伊尔,Leuer,00,202720,前锋-中锋,College,103.4 公斤,DET,底特律,Detroit,pistons,Eastern,活塞,东部,中央分区,1610612765,False,True,00,活塞,Pistons
deandre_liggins,美国,Kentucky/United States,德安德烈 利金斯,DeAndre Liggins,575787600000,2011,4,德安德烈,德安德烈,DeAndre,1.98,34,利金斯,Liggins,00,202732,后卫,College,94.8 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
damian_lillard,美国,Weber State/United States,达米安 利拉德,Damian Lillard,648014400000,2012,5,达米安,达米安,Damian,1.90,0,利拉德,Lillard,00,203081,后卫,College,88.5 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
jeremy_lin,美国,Harvard/United States,林书豪,Jeremy Lin,588312000000,2010,7,,,Jeremy,1.90,7,林书豪,Lin,00,202391,后卫,College,90.7 公斤,BKN,布鲁克林,Brooklyn,nets,Eastern,篮网,东部,大西洋分区,1610612751,False,True,00,篮网,Nets
shaun_livingston,美国,Peoria Central HS (IL)/United States,肖恩 利文斯顿,Shaun Livingston,495259200000,2004,12,肖恩,肖恩,Shaun,2.01,34,利文斯顿,Livingston,00,2733,后卫,High School,87.1 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
kevon_looney,美国,UCLA/United States,凯文 鲁尼,Kevon Looney,823582800000,2015,2,凯文,凯文,Kevon,2.06,5,鲁尼,Looney,00,1626172,前锋,College,99.8 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
brook_lopez,美国,Stanford/United States,布鲁克 洛佩兹,Brook Lopez,575874000000,2008,9,布鲁克,布鲁克,Brook,2.13,11,洛佩兹,Lopez,00,201572,中锋,College,121.6 公斤,LAL,洛杉矶,Los Angeles,lakers,Western,湖人,西部,太平洋分区,1610612747,False,True,00,湖人,Lakers
robin_lopez,美国,Stanford/United States,罗宾 洛佩兹,Robin Lopez,575874000000,2008,9,罗宾,罗宾,Robin,2.13,42,洛佩兹,Lopez,00,201577,中锋,College,125.6 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
kevin_love,美国,UCLA/United States,凯文 乐福,Kevin Love,589608000000,2008,9,凯文,凯文,Kevin,2.08,0,乐福,Love,00,201567,中锋-前锋,College,113.9 公斤,CLE,克利夫兰,Cleveland,cavaliers,Eastern,骑士,东部,中央分区,1610612739,False,True,00,骑士,Cavaliers
kyle_lowry,美国,Villanova/United States,凯尔 洛瑞,Kyle Lowry,512110800000,2006,11,凯尔,凯尔,Kyle,1.83,7,洛瑞,Lowry,00,200768,后卫,College,93.0 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
timothe_luwawu-cabarrot,法国,France,蒂莫特 鲁瓦乌-卡巴洛特,Timothe Luwawu-Cabarrot,799992000000,2016,1,蒂莫特,蒂莫特,Timothe,1.98,7,鲁瓦乌-卡巴洛特,Luwawu-Cabarrot,00,1627789,后卫-前锋,,90.7 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
tyler_lydon,美国,Syracuse/United States,泰勒 莱登,Tyler Lydon,829022400000,2017,0,泰勒,泰勒,Tyler,2.06,20,莱登,Lydon,00,1628399,前锋,College,99.8 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
trey_lyles,美国,Kentucky/United States,特雷 莱尔斯,Trey Lyles,815547600000,2015,2,特雷,特雷,Trey,2.08,7,莱尔斯,Lyles,00,1626168,前锋,College,106.1 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
shelvin_mack,美国,Butler/United States,谢尔文 马克,Shelvin Mack,640756800000,2011,6,谢尔文,谢尔文,Shelvin,1.90,7,马克,Mack,00,202714,后卫,College,92.1 公斤,ORL,奥兰多,Orlando,magic,Eastern,魔术,东部,东南分区,1610612753,False,True,00,魔术,Magic
josh_magette,美国,Alabama-Huntsville/United States,约什 玛格特,Josh Magette,628232400000,2012,0,约什,约什,Josh,1.85,11,玛格特,Magette,00,203705,后卫,College,72.6 公斤,ATL,亚特兰大,Atlanta,hawks,Eastern,老鹰,东部,东南分区,1610612737,False,True,00,老鹰,Hawks
ian_mahinmi,法国,"Rouen, France/France",伊安 马辛米,Ian Mahinmi,531550800000,2005,9,伊安,伊安,Ian,2.11,28,马辛米,Mahinmi,00,101133,中锋,Country,118.8 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
thon_maker,南苏丹,South Sudan,索恩 梅克,Thon Maker,856846800000,2016,1,索恩,索恩,Thon,2.16,7,梅克,Maker,00,1627748,中锋-前锋,,101.2 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
boban_marjanovic,塞尔维亚,Serbia,博班 马扬诺维奇,Boban Marjanovic,587620800000,2010,2,博班,博班,Boban,2.21,51,马扬诺维奇,Marjanovic,00,1626246,中锋,,131.5 公斤,LAC,洛杉矶,LA,clippers,Western,快船,西部,太平洋分区,1610612746,False,True,00,快船,Clippers
lauri_markkanen,芬兰,Arizona/Finland,劳里 马尔卡宁,Lauri Markkanen,864273600000,2017,0,劳里,劳里,Lauri,2.13,24,马尔卡宁,Markkanen,00,1628374,前锋,College,104.3 公斤,CHI,芝加哥,Chicago,bulls,Eastern,公牛,东部,中央分区,1610612741,False,True,00,公牛,Bulls
jarell_martin,美国,Louisiana State/United States,贾雷尔 马丁,Jarell Martin,769752000000,2015,2,贾雷尔,贾雷尔,Jarell,2.08,1,马丁,Martin,00,1626185,前锋,College,108.4 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
frank_mason,美国,Kansas/United States,弗兰克 梅森,Frank Mason,765349200000,2017,0,弗兰克,弗兰克,Frank,1.80,10,梅森,Mason,00,1628412,后卫,College,86.2 公斤,SAC,萨克拉门托,Sacramento,kings,Western,国王,西部,太平洋分区,1610612758,False,True,00,国王,Kings
mangok_mathiang,澳洲,Louisville/Australia,曼古克 马西扬,Mangok Mathiang,718516800000,2017,0,曼古克,曼古克,Mangok,2.08,9,马西扬,Mathiang,00,1628493,前锋-中锋,College,104.3 公斤,CHA,夏洛特,Charlotte,hornets,Eastern,黄蜂,东部,东南分区,1610612766,False,True,00,黄蜂,Hornets
wesley_matthews,美国,Marquette/United States,韦斯利 马休斯,Wesley Matthews,529646400000,2009,8,韦斯利,韦斯利,Wesley,1.96,23,马休斯,Matthews,00,202083,后卫-前锋,College,99.8 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
luc_mbah a moute,喀麦隆,UCLA/Cameroon,卢克 巴莫特,Luc Mbah a Moute,526622400000,2008,9,卢克,卢克,Luc,2.03,12,巴莫特,Mbah a Moute,00,201601,前锋,College,104.3 公斤,HOU,休斯顿,Houston,rockets,Western,火箭,西部,西南分区,1610612745,False,True,00,火箭,Rockets
james michael_mcadoo,美国,North Carolina/United States,詹姆斯 迈克尔 麦卡杜,James Michael McAdoo,726123600000,2014,3,詹姆斯 迈克尔,詹姆斯 迈克尔,James Michael,2.06,14,麦卡杜,McAdoo,00,203949,前锋,College,104.3 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
patrick_mccaw,美国,Nevada-Las Vegas/United States,帕特里克 麦克考,Patrick McCaw,814593600000,2016,1,帕特里克,帕特里克,Patrick,2.01,0,麦克考,McCaw,00,1627775,后卫,College,83.9 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
cj_mccollum,美国,Lehigh/United States,CJ 迈克勒姆,CJ McCollum,685252800000,2013,4,CJ,CJ,CJ,1.90,3,迈克勒姆,McCollum,00,203468,后卫,College,86.2 公斤,POR,波特兰,Portland,blazers,Western,开拓者,西部,西北分区,1610612757,False,True,00,开拓者,Trail Blazers
t.j._mcconnell,美国,Arizona/United States,T.J. 麦康奈尔,T.J. McConnell,701499600000,2015,2,T.J.,T.J.,T.J.,1.88,12,麦康奈尔,McConnell,00,204456,后卫,College,86.2 公斤,PHI,费城,Philadelphia,sixers,Eastern,76人,东部,大西洋分区,1610612755,False,True,00,76人,Sixers
erik_mccree,美国,Louisiana Tech/United States,埃里克 麦克里,Erik McCree,756363600000,2017,0,埃里克,埃里克,Erik,2.03,21,麦克里,McCree,00,1628571,前锋,College,102.1 公斤,UTA,犹他,Utah,jazz,Western,爵士,西部,西北分区,1610612762,False,True,00,爵士,Jazz
chris_mccullough,美国,Syracuse/United States,克里斯 麦卡洛,Chris McCullough,791960400000,2015,2,克里斯,克里斯,Chris,2.06,1,麦卡洛,McCullough,00,1626191,前锋,College,97.5 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
doug_mcdermott,美国,Creighton/United States,道格 麦克德莫特,Doug McDermott,694414800000,2014,3,道格,道格,Doug,2.03,20,麦克德莫特,McDermott,00,203926,前锋,College,99.3 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
javale_mcgee,美国,Nevada/United States,贾维尔 麦基,JaVale McGee,569566800000,2008,9,贾维尔,贾维尔,JaVale,2.13,1,麦基,McGee,00,201580,中锋,College,122.5 公斤,GSW,金州,Golden State,warriors,Western,勇士,西部,太平洋分区,1610612744,False,True,00,勇士,Warriors
rodney_mcgruder,美国,Kansas State/United States,罗德尼 迈克格拉德,Rodney McGruder,680760000000,2013,1,罗德尼,罗德尼,Rodney,1.93,17,迈克格拉德,McGruder,00,203585,后卫-前锋,College,90.7 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
trey_mckinney-jones,美国,Miami (FL)/United States,特雷 麦金尼-琼斯,Trey McKinney-Jones,651729600000,2013,0,特雷,特雷,Trey,1.96,10,麦金尼-琼斯,McKinney-Jones,00,203590,后卫,College,99.8 公斤,IND,印第安纳,Indiana,pacers,Eastern,步行者,东部,中央分区,1610612754,False,True,00,步行者,Pacers
alfonzo_mckinnie,美国,Wisc.-Green Bay/United States,阿方索 麦金尼,Alfonzo McKinnie,716702400000,0,0,阿方索,阿方索,Alfonzo,2.03,34,麦金尼,McKinnie,00,1628035,前锋,From,97.5 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
ben_mclemore,美国,Kansas/United States,本 麦克勒莫,Ben McLemore,729406800000,2013,4,本,本,Ben,1.96,23,麦克勒莫,McLemore,00,203463,后卫,College,88.5 公斤,MEM,孟菲斯,Memphis,grizzlies,Western,灰熊,西部,西南分区,1610612763,False,True,00,灰熊,Grizzlies
josh_mcroberts,美国,Duke/United States,约什 麦克罗伯茨,Josh McRoberts,541486800000,2007,10,约什,约什,Josh,2.08,13,麦克罗伯茨,McRoberts,00,201177,前锋-中锋,College,108.9 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
jodie_meeks,美国,Kentucky/United States,朱迪 米克斯,Jodie Meeks,556516800000,2009,8,朱迪,朱迪,Jodie,1.93,20,米克斯,Meeks,00,201975,后卫,College,95.3 公斤,WAS,华盛顿,Washington,wizards,Eastern,奇才,东部,东南分区,1610612764,False,True,00,奇才,Wizards
salah_mejri,突尼斯,Tunisia,萨拉 梅杰里,Salah Mejri,519192000000,2008,2,萨拉,萨拉,Salah,2.18,50,梅杰里,Mejri,00,1626257,中锋,,106.6 公斤,DAL,达拉斯,Dallas,mavericks,Western,独行侠,西部,西南分区,1610612742,False,True,00,独行侠,Mavericks
jordan_mickey,美国,Louisiana State/United States,乔丹 米奇,Jordan Mickey,773726400000,2015,2,乔丹,乔丹,Jordan,2.03,25,米奇,Mickey,00,1626175,中锋-前锋,College,106.6 公斤,MIA,迈阿密,Miami,heat,Eastern,热火,东部,东南分区,1610612748,False,True,00,热火,Heat
khris_middleton,美国,Texas A&M/United States,克里斯 米德尔顿,Khris Middleton,681969600000,2012,5,克里斯,克里斯,Khris,2.03,22,米德尔顿,Middleton,00,203114,前锋,College,106.1 公斤,MIL,密尔沃基,Milwaukee,bucks,Eastern,雄鹿,东部,中央分区,1610612749,False,True,00,雄鹿,Bucks
cj_miles,美国,Skyline HS (TX)/United States,CJ 迈尔斯,CJ Miles,543042000000,2005,12,CJ,CJ,CJ,1.98,0,迈尔斯,Miles,00,101139,前锋-后卫,High School,102.1 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
darius_miller,美国,Kentucky/United States,达柳斯 米勒,Darius Miller,637995600000,2012,3,达柳斯,达柳斯,Darius,2.03,21,米勒,Miller,00,203121,前锋,College,102.1 公斤,NOP,新奥尔良,New Orleans,pelicans,Western,鹈鹕,西部,西南分区,1610612740,False,True,00,鹈鹕,Pelicans
malcolm_miller,美国,Holy Cross/United States,马尔科姆 米勒,Malcolm Miller,731394000000,2015,0,马尔科姆,马尔科姆,Malcolm,2.01,13,米勒,Miller,00,1626259,前锋,College,95.3 公斤,TOR,多伦多,Toronto,raptors,Eastern,猛龙,东部,大西洋分区,1610612761,False,True,00,猛龙,Raptors
patty_mills,澳洲,Saint Mary's (CA)/Australia,帕蒂 米尔斯,Patty Mills,587275200000,2009,8,帕蒂,帕蒂,Patty,1.83,8,米尔斯,Mills,00,201988,后卫,College,83.9 公斤,SAS,圣安东尼奥,San Antonio,spurs,Western,马刺,西部,西南分区,1610612759,False,True,00,马刺,Spurs
paul_millsap,美国,Louisiana Tech/United States,保罗 米尔萨普,Paul Millsap,476859600000,2006,11,保罗,保罗,Paul,2.03,4,米尔萨普,Millsap,00,200794,前锋,College,111.6 公斤,DEN,丹佛,Denver,nuggets,Western,掘金,西部,西北分区,1610612743,False,True,00,掘金,Nuggets
